time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;
j3Produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j2ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;1072.0;
qtRefPeche_Bar;0.0;0.0;0.0;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
qtRefStock_Sole;94.76;43.65;43.65;42.22;42.22;42.22;42.22;42.22;42.22;40.84;40.84;40.84;40.84;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.5;39.1;39.1;39.1;39.1;39.1;39.1;39.1;39.1;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.71;38.27;38.27;38.27;38.27;38.27;38.27;38.27;37.83;37.83;37.83;37.83;37.83;37.83;37.83;37.83;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;36.42;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.72;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;34.22;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;32.94;37.38;
j1ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;220.0;
j2Produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;71730.0;
j1Benefice;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-220.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;21207.0;
qtPeche_Seiche;0.0;0.0;0.0;45.53;45.53;45.53;45.53;45.53;45.53;91.06;91.06;91.06;91.06;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;136.59;403.26;403.26;403.26;403.26;403.26;403.26;403.26;403.26;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;660.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;156.1;156.1;156.1;156.1;156.1;156.1;156.1;309.6;309.6;309.6;309.6;309.6;309.6;309.6;309.6;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;335.62;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;386.35;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;684.24;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;708.96;
j3ChargesAutres;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
qtRefStock_Seiche;19.33;67.1;67.1;66.75;66.75;66.75;66.75;66.75;66.75;66.4;66.4;66.4;66.4;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;66.05;64.0;64.0;64.0;64.0;64.0;64.0;64.0;64.0;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;62.02;60.82;60.82;60.82;60.82;60.82;60.82;60.82;59.64;59.64;59.64;59.64;59.64;59.64;59.64;59.64;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.44;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;59.05;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.76;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;56.57;63.48;
j3Benefice;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
qtStock_Bar;7359.0;7359.0;7359.0;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;7205.63;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;6889.5;7387.0;
qtStock_Seiche;8729.0;8729.0;8729.0;8683.47;8683.47;8683.47;8683.47;8683.47;8683.47;8637.94;8637.94;8637.94;8637.94;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8592.41;8325.74;8325.74;8325.74;8325.74;8325.74;8325.74;8325.74;8325.74;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;8068.17;7912.07;7912.07;7912.07;7912.07;7912.07;7912.07;7912.07;7758.57;7758.57;7758.57;7758.57;7758.57;7758.57;7758.57;7758.57;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7732.55;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7681.82;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7383.93;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;7359.21;8258.0;
qtStock_Sole;5478.0;5478.0;5478.0;5298.55;5298.55;5298.55;5298.55;5298.55;5298.55;5125.38;5125.38;5125.38;5125.38;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4957.23;4907.03;4907.03;4907.03;4907.03;4907.03;4907.03;4907.03;4907.03;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4858.09;4802.88;4802.88;4802.88;4802.88;4802.88;4802.88;4802.88;4747.67;4747.67;4747.67;4747.67;4747.67;4747.67;4747.67;4747.67;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4570.73;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4357.4;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4294.66;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4134.04;4691.0;
