time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;
j2ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;538.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;740.0;
j3ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j1ChargesAutres;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;14755.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
qtPeche_Bar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;490.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;410.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;234.75;
qtRefStock_Seiche;15.35;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;71.08;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;69.0;66.98;66.98;66.98;66.98;66.98;66.98;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;66.63;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.68;64.47;64.47;64.47;64.47;64.47;64.47;64.47;64.47;64.47;64.47;64.47;64.26;64.26;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;63.09;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;60.78;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;58.56;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;66.28;64.34;64.34;64.34;64.34;62.46;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;62.14;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;61.82;
qtStock_Seiche;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8473.58;8473.58;8473.58;8473.58;8473.58;8473.58;8473.58;8473.58;8473.58;8225.52;8225.52;8225.52;8225.52;8225.52;8225.52;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;8182.54;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7943.08;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7917.29;7891.5;7891.5;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7747.82;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7464.15;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;7191.53;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;8139.0;7900.77;7900.77;7900.77;7900.77;7669.91;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7630.61;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;7591.31;
qtStock_Sole;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5438.97;5438.97;5438.97;5438.97;5438.97;5438.97;5438.97;5438.97;5438.97;5400.83;5400.83;5400.83;5400.83;5400.83;5400.83;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5252.69;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5215.43;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;5052.21;4894.31;4894.31;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4854.39;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4805.6;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;4756.81;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5279.0;5241.74;5241.74;5241.74;5241.74;5204.48;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;5061.66;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;4923.28;
qtRefPeche_Sole;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.87;0.87;0.87;0.87;0.87;0.87;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;2.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.84;1.84;1.84;1.84;1.84;1.84;1.84;1.84;1.84;1.84;1.84;3.62;3.62;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.07;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;4.62;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42;0.42;0.42;0.42;0.84;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;2.45;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;4.01;
j2ChargesTaxe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j1ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;1174.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;3470.0;
