joueurId(Number);tour(Number);texteCoordCase(String);natureFond(String);bathymetrie(String);estEnregistre(Boolean);estMemorise(Boolean);type(Symbol)
3;7;41°30',10°8';sable;cote;true;false;FouDeBassan
3;7;41°33',10°8';sable;cote;true;false;Plaisancier
3;7;41°25',10°5';sable;cote;true;false;Plaisancier
3;7;41°36',10°8';rocher;cote;true;false;Plaisancier
3;7;41°39',10°8';rocher;cote;true;false;Plaisancier
3;7;41°42',10°8';rocher;cote;true;false;Plaisancier
3;7;41°39',10°11';rocher;cote;true;false;Plaisancier
3;7;41°42',10°11';rocher;cote;true;false;Plaisancier
3;7;41°48',10°14';rocher;cote;true;false;FouDeBassan
1;7;41°30',10°17';vase;cote;true;false;NavireCommerce
3;7;42°3',10°8';rocher;cote;true;false;Plaisancier
3;7;41°57',10°8';rocher;cote;true;false;Plaisancier
3;7;41°57',10°5';rocher;cote;true;false;Plaisancier
